BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,
,,,,,,,,,,,,,,,98:FE:94:DE:C7:67, 2015-02-11 11:34:32, 2015-02-11 11:34:36,-1,15, 10:8C:CF:B4:B1:40,,,,,,,,
,,,,,,,,,,,,,,,24:A2:E1:63:AD:0A, 2015-02-11 11:34:43, 2015-02-11 11:34:43,-63,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,6C:40:08:9A:74:36, 2015-02-11 11:34:44, 2015-02-11 11:34:44,-62,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,32:0C:30:8E:00:11, 2015-02-11 11:34:43, 2015-02-11 11:34:43,-53,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,68:96:7B:08:7B:2F, 2015-02-11 11:34:45, 2015-02-11 11:34:46,-53,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,B0:34:95:6E:AF:61, 2015-02-11 11:33:01, 2015-02-11 11:34:46,-51,15, 58:BC:27:13:89:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,2C:BE:08:CF:93:F5, 2015-02-11 11:32:55, 2015-02-11 11:34:43,-36,15, DC:7B:94:87:B3:A0,,,,,,,,
,,,,,,,,,,,,,,,30:F7:C5:45:FE:AC, 2015-02-11 11:34:53, 2015-02-11 11:34:53,-61,1, (not associated) , Mothership,,,,,,,
,,,,,,,,,,,,,,,28:E1:4C:48:62:19, 2015-02-11 11:34:10, 2015-02-11 11:34:55,-60,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,70:3E:AC:9F:4C:05, 2015-02-11 11:34:57, 2015-02-11 11:34:57,-56,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,60:F8:1D:68:A9:8C, 2015-02-11 11:34:53, 2015-02-11 11:34:53,-53,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,94:94:26:9B:EE:61, 2015-02-11 11:34:57, 2015-02-11 11:34:57,-52,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,CE:30:8F:F3:5A:75, 2015-02-11 11:34:24, 2015-02-11 11:34:55,-46,116, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,F0:25:B7:08:43:0A, 2015-02-11 11:34:53, 2015-02-11 11:34:53,-46,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A8:5B:78:36:69:7E, 2015-02-11 11:34:40, 2015-02-11 11:34:53,-45,13, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:E9:98:C6:4D:CE, 2015-02-11 11:34:55, 2015-02-11 11:34:56,-1,9, DC:7B:94:87:B3:A0,,,,,,,,
,,,,,,,,,,,,,,,F0:25:B7:93:F8:00, 2015-02-11 11:34:43, 2015-02-11 11:35:07,-55,3, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,58:1F:AA:A3:5F:20, 2015-02-11 11:35:06, 2015-02-11 11:35:06,-54,5, (not associated) , MSA-FALH,Lab Wireless,Break Time,Elite2,Starbucks_Coffee,,,
,,,,,,,,,,,,,,,40:0E:85:07:25:5F, 2015-02-11 11:33:26, 2015-02-11 11:35:05,-52,11, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:45:D2:AA, 2015-02-11 11:35:04, 2015-02-11 11:35:04,-43,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,50:2E:5C:F3:8F:0E, 2015-02-11 11:34:05, 2015-02-11 11:35:05,-42,9, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,14:30:C6:01:3E:16, 2015-02-11 11:35:05, 2015-02-11 11:35:05,-41,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:2A:CD:42, 2015-02-11 11:35:07, 2015-02-11 11:35:07,-35,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D5:3A:98, 2015-02-11 11:35:14, 2015-02-11 11:35:14,-57,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,48:43:7C:BC:85:53, 2015-02-11 11:32:16, 2015-02-11 11:35:17,-48,100, DC:7B:94:87:B3:A0, bloomu,,,,,,,
,,,,,,,,,,,,,,,C8:6F:1D:4E:27:14, 2015-02-11 11:35:15, 2015-02-11 11:35:16,-47,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,4C:8D:79:19:31:B9, 2015-02-11 11:35:17, 2015-02-11 11:35:17,-47,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,38:48:4C:DA:8C:B6, 2015-02-11 11:35:05, 2015-02-11 11:35:14,-43,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,E0:9D:31:54:85:8C, 2015-02-11 11:35:24, 2015-02-11 11:35:24,-58,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,40:0E:85:19:46:7E, 2015-02-11 11:33:25, 2015-02-11 11:35:25,-50,8, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,10:1C:0C:4D:4A:7A, 2015-02-11 11:34:21, 2015-02-11 11:35:25,-50,32, 10:8C:CF:B4:B1:40,,,,,,,,
,,,,,,,,,,,,,,,E6:66:AE:F9:70:00, 2015-02-11 11:33:54, 2015-02-11 11:35:24,-42,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,E4:25:E7:38:A0:11, 2015-02-11 11:33:30, 2015-02-11 11:35:25,-30,8, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:B8:B8, 2015-02-11 11:34:25, 2015-02-11 11:35:33,-57,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,70:3E:AC:56:16:02, 2015-02-11 11:34:07, 2015-02-11 11:35:35,-56,24, E8:04:62:0A:33:9B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:D0:64, 2015-02-11 11:34:14, 2015-02-11 11:35:34,-55,7, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,08:FC:88:77:9A:00, 2015-02-11 11:33:43, 2015-02-11 11:35:36,-55,94, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:B0:30, 2015-02-11 11:35:34, 2015-02-11 11:35:34,-55,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,3C:43:8E:6D:79:43, 2015-02-11 11:33:57, 2015-02-11 11:35:35,-51,9, E8:04:62:0A:33:9B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,AC:FD:EC:14:73:88, 2015-02-11 11:33:18, 2015-02-11 11:35:33,-50,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,3C:AB:8E:5B:C5:B8, 2015-02-11 11:35:02, 2015-02-11 11:35:34,-50,42, 10:8C:CF:B4:B1:40, bloomu,,,,,,,
,,,,,,,,,,,,,,,AC:FD:EC:27:43:D4, 2015-02-11 11:33:46, 2015-02-11 11:35:35,-49,13, E8:04:62:0A:33:90, bloomu,,,,,,,
,,,,,,,,,,,,,,,08:70:45:DB:87:5D, 2015-02-11 11:33:37, 2015-02-11 11:35:35,-49,6, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:07:09:59, 2015-02-11 11:32:18, 2015-02-11 11:35:37,-48,19, DC:7B:94:87:B3:A0,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D6:34:78, 2015-02-11 11:34:36, 2015-02-11 11:35:45,-62,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,D8:BB:2C:23:82:0B, 2015-02-11 11:35:31, 2015-02-11 11:35:44,-55,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,68:17:29:11:CB:32, 2015-02-11 11:32:28, 2015-02-11 11:35:43,-51,11, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,B4:CE:F6:E0:37:E3, 2015-02-11 11:32:23, 2015-02-11 11:35:45,-51,43, DC:7B:94:87:B3:A0,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:6C:F4:E8, 2015-02-11 11:35:21, 2015-02-11 11:35:43,-51,2, DC:7B:94:87:B3:AB,,,,,,,,
,,,,,,,,,,,,,,,30:F7:C5:88:2D:27, 2015-02-11 11:35:47, 2015-02-11 11:35:47,-51,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:45:13:8F, 2015-02-11 11:33:44, 2015-02-11 11:35:45,-45,25, 58:BC:27:13:89:5B,,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:0C:41:99, 2015-02-11 11:32:56, 2015-02-11 11:35:46,-43,19, DC:7B:94:87:B3:A0,,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:99:32:E0, 2015-02-11 11:33:23, 2015-02-11 11:35:47,-40,16, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F8:27:93:37:6F:FB, 2015-02-11 11:35:16, 2015-02-11 11:35:55,-58,55, DC:7B:94:87:B3:AB, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,80:00:6E:E3:BD:74, 2015-02-11 11:35:57, 2015-02-11 11:35:57,-56,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:E8:3C:3B, 2015-02-11 11:35:50, 2015-02-11 11:35:55,-50,46, DC:7B:94:87:B3:AB, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:9F:21:BA, 2015-02-11 11:32:20, 2015-02-11 11:35:53,-49,8, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,AC:3C:0B:30:B9:CC, 2015-02-11 11:32:57, 2015-02-11 11:35:57,-44,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,60:C5:47:49:AB:02, 2015-02-11 11:33:58, 2015-02-11 11:35:54,-43,82, DC:7B:94:87:B3:A0,,,,,,,,
,,,,,,,,,,,,,,,10:A5:D0:C8:CB:F2, 2015-02-11 11:32:21, 2015-02-11 11:36:06,-60,24, E8:04:62:0A:30:FB,,,,,,,,
,,,,,,,,,,,,,,,A0:B3:CC:04:B8:C2, 2015-02-11 11:36:07, 2015-02-11 11:36:07,-58,2, (not associated) , bloomu-guest,,,,,,,
,,,,,,,,,,,,,,,C4:85:08:B1:0C:DD, 2015-02-11 11:36:07, 2015-02-11 11:36:07,-57,1, 40:F4:EC:DB:22:E0,,,,,,,,
,,,,,,,,,,,,,,,54:26:96:C3:5A:28, 2015-02-11 11:33:45, 2015-02-11 11:36:07,-47,29, 58:BC:27:13:A1:00, ARRIS-57E2,,,,,,,
,,,,,,,,,,,,,,,84:38:38:3D:F0:C5, 2015-02-11 11:36:06, 2015-02-11 11:36:07,-41,5, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,E6:34:31:1E:43:A2, 2015-02-11 11:36:13, 2015-02-11 11:36:13,-62,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:29:DE:D4, 2015-02-11 11:36:17, 2015-02-11 11:36:17,-61,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:4B:87:BB:42:D1, 2015-02-11 11:36:14, 2015-02-11 11:36:14,-59,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,88:53:D4:27:8D:46, 2015-02-11 11:36:13, 2015-02-11 11:36:13,-55,1, (not associated) , bloomu-open,,,,,,,
,,,,,,,,,,,,,,,00:EE:BD:C3:4E:39, 2015-02-11 11:36:17, 2015-02-11 11:36:17,-55,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,D8:BB:2C:88:8D:FB, 2015-02-11 11:34:08, 2015-02-11 11:36:16,-46,68, 00:23:AB:BC:D8:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,78:4B:87:E3:D7:44, 2015-02-11 11:36:16, 2015-02-11 11:36:16,-37,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F8:16:54:80:60:BF, 2015-02-11 11:36:16, 2015-02-11 11:36:16,-1,1, 88:75:56:14:6D:B0,,,,,,,,
,,,,,,,,,,,,,,,9C:20:7B:68:EA:E8, 2015-02-11 11:36:16, 2015-02-11 11:36:16,-1,1, 10:8C:CF:B4:AE:20,,,,,,,,
,,,,,,,,,,,,,,,88:C9:D0:DB:E1:65, 2015-02-11 11:36:23, 2015-02-11 11:36:23,-59,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:BF:DF:64, 2015-02-11 11:36:27, 2015-02-11 11:36:27,-58,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,80:86:F2:69:20:F3, 2015-02-11 11:36:25, 2015-02-11 11:36:25,-57,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,C2:38:BE:63:3E:82, 2015-02-11 11:36:26, 2015-02-11 11:36:26,-56,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,90:18:7C:93:20:45, 2015-02-11 11:36:37, 2015-02-11 11:36:37,-54,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,E0:F5:C6:82:B2:23, 2015-02-11 11:36:13, 2015-02-11 11:36:34,-53,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F4:37:B7:3B:3D:78, 2015-02-11 11:36:18, 2015-02-11 11:36:33,-51,160, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,84:38:35:4C:3D:24, 2015-02-11 11:32:36, 2015-02-11 11:36:34,-48,27, 88:75:56:14:6D:BB,,,,,,,,
,,,,,,,,,,,,,,,14:10:9F:2A:D6:BA, 2015-02-11 11:36:44, 2015-02-11 11:36:44,-57,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,BC:52:B7:C0:EB:02, 2015-02-11 11:36:55, 2015-02-11 11:36:55,-60,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,24:AB:81:B3:0D:8E, 2015-02-11 11:36:56, 2015-02-11 11:36:56,-53,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,20:A2:E4:DB:B3:30, 2015-02-11 11:36:22, 2015-02-11 11:36:57,-1,5, 00:23:AB:BC:D8:CB,,,,,,,,
,,,,,,,,,,,,,,,00:88:65:D8:3F:80, 2015-02-11 11:37:06, 2015-02-11 11:37:06,-57,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:32:26:A4, 2015-02-11 11:37:04, 2015-02-11 11:37:04,-55,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A4:81:EE:9C:14:30, 2015-02-11 11:37:05, 2015-02-11 11:37:05,-54,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,2C:BE:08:BC:E9:E9, 2015-02-11 11:37:06, 2015-02-11 11:37:06,-54,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,6A:21:A9:05:3A:65, 2015-02-11 11:36:01, 2015-02-11 11:37:05,-48,62, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:A3:F0:98, 2015-02-11 11:32:45, 2015-02-11 11:37:06,-48,8, 10:8C:CF:EA:AD:CB,,,,,,,,
,,,,,,,,,,,,,,,A0:ED:CD:6E:87:F7, 2015-02-11 11:36:00, 2015-02-11 11:37:04,-48,8601, 00:23:AB:BC:D8:CB, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,3C:AB:8E:5B:A8:D5, 2015-02-11 11:36:26, 2015-02-11 11:37:04,-46,3, 10:8C:CF:EA:AD:CB,,,,,,,,
,,,,,,,,,,,,,,,48:43:7C:C3:82:05, 2015-02-11 11:37:13, 2015-02-11 11:37:13,-59,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,78:7E:61:48:ED:FA, 2015-02-11 11:36:57, 2015-02-11 11:37:16,-58,94, 00:23:AB:BC:D8:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:79:C5:66, 2015-02-11 11:36:36, 2015-02-11 11:37:16,-48,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F0:25:B7:B2:01:1C, 2015-02-11 11:37:15, 2015-02-11 11:37:15,-45,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,20:64:32:3A:0C:AF, 2015-02-11 11:37:17, 2015-02-11 11:37:17,-37,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:65:69:76, 2015-02-11 11:32:42, 2015-02-11 11:37:24,-46,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:FD:94:04:29:8A, 2015-02-11 11:37:05, 2015-02-11 11:37:36,-58,3, 40:F4:EC:DA:F9:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,90:72:40:E4:D2:8C, 2015-02-11 11:37:44, 2015-02-11 11:37:45,-58,14, 40:F4:EC:B2:DF:80, bloomu,,,,,,,
,,,,,,,,,,,,,,,6A:90:A5:7E:6F:9D, 2015-02-11 11:37:44, 2015-02-11 11:37:44,-54,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,08:70:45:78:A8:7C, 2015-02-11 11:37:01, 2015-02-11 11:37:47,-49,22, (not associated) , bellio,Do Not Use 2,Tigers,cocknballz,OceanNet Public Internet FC,Atlantis,Bill Wi the Science Fi,patswirelesspc
,,,,,,,,,,,,,,,8C:7B:9D:B9:DF:3B, 2015-02-11 11:36:14, 2015-02-11 11:37:44,-46,5, (not associated) , Dunkin Donuts St Clair,Samiewireless,Honse,,,,,
,,,,,,,,,,,,,,,0C:3E:9F:71:E3:61, 2015-02-11 11:37:59, 2015-02-11 11:38:03,-58,29, 10:8C:CF:EA:AD:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,D8:BB:2C:96:21:C4, 2015-02-11 11:37:59, 2015-02-11 11:38:03,-49,4, 10:8C:CF:EA:AD:CB, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,C6:F9:F1:94:84:55, 2015-02-11 11:38:06, 2015-02-11 11:38:06,-47,1, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,C0:BD:D1:19:2A:40, 2015-02-11 11:38:16, 2015-02-11 11:38:16,-56,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F6:52:C0:81:8F:9D, 2015-02-11 11:38:24, 2015-02-11 11:38:24,-60,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,E0:B5:2D:D9:52:4A, 2015-02-11 11:38:35, 2015-02-11 11:38:37,-48,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F4:1B:A1:E1:4A:2B, 2015-02-11 11:37:05, 2015-02-11 11:38:35,-46,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,5C:8D:4E:65:F2:06, 2015-02-11 11:37:15, 2015-02-11 11:38:45,-46,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:4D:F7:6F:4B:9E, 2015-02-11 11:38:46, 2015-02-11 11:38:46,-46,6, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,C8:33:4B:1F:A0:AF, 2015-02-11 11:38:42, 2015-02-11 11:38:43,-41,22, 40:F4:EC:B2:DF:80, bloomu,,,,,,,
,,,,,,,,,,,,,,,68:96:7B:0D:84:C5, 2015-02-11 11:37:27, 2015-02-11 11:38:57,-62,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:43:7F:F2, 2015-02-11 11:37:06, 2015-02-11 11:38:56,-62,22, 10:8C:CF:EA:AD:C0,,,,,,,,
,,,,,,,,,,,,,,,8C:7C:92:53:44:32, 2015-02-11 11:36:56, 2015-02-11 11:38:57,-51,9, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,38:0F:4A:3F:B7:E3, 2015-02-11 11:36:33, 2015-02-11 11:38:57,-50,17, 10:8C:CF:EA:AD:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,E4:25:E7:9C:C3:C1, 2015-02-11 11:37:12, 2015-02-11 11:38:55,-48,19, 40:F4:EC:B2:DF:80, bloomu,,,,,,,
,,,,,,,,,,,,,,,78:4B:87:80:69:C1, 2015-02-11 11:39:06, 2015-02-11 11:39:06,-57,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,D0:22:BE:A7:22:14, 2015-02-11 11:37:20, 2015-02-11 11:39:03,-51,9, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,DC:F1:10:4C:4C:40, 2015-02-11 11:39:04, 2015-02-11 11:39:04,-43,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F8:27:93:CD:A3:2E, 2015-02-11 11:38:50, 2015-02-11 11:39:04,-39,7, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,00:15:99:64:D0:0F, 2015-02-11 11:37:08, 2015-02-11 11:39:17,-63,32, 1A:45:CB:28:58:46,,,,,,,,
,,,,,,,,,,,,,,,78:7E:61:44:29:A9, 2015-02-11 11:34:46, 2015-02-11 11:39:16,-61,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,48:60:BC:2A:29:04, 2015-02-11 11:37:18, 2015-02-11 11:39:15,-60,9, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,60:92:17:2D:8B:93, 2015-02-11 11:36:55, 2015-02-11 11:39:13,-60,10, 40:F4:EC:B2:DF:80, bloomu,,,,,,,
,,,,,,,,,,,,,,,80:00:6E:DF:9F:D6, 2015-02-11 11:39:13, 2015-02-11 11:39:13,-56,1, (not associated) , bloomu-open,,,,,,,
,,,,,,,,,,,,,,,84:38:38:C7:45:52, 2015-02-11 11:39:16, 2015-02-11 11:39:16,-56,1, 10:8C:CF:EA:C1:8B,,,,,,,,
,,,,,,,,,,,,,,,14:10:9F:AE:6F:F8, 2015-02-11 11:39:06, 2015-02-11 11:39:15,-55,8, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,0C:3E:9F:96:3C:4E, 2015-02-11 11:39:07, 2015-02-11 11:39:14,-50,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D4:F4:6F:1B:F7:BF, 2015-02-11 11:39:13, 2015-02-11 11:39:13,-50,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,06:02:50:0E:66:DE, 2015-02-11 11:39:15, 2015-02-11 11:39:15,-49,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,54:9F:13:49:15:DC, 2015-02-11 11:34:26, 2015-02-11 11:39:15,-41,5, 00:1C:F9:C1:F0:10,,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:8D:50:A6, 2015-02-11 11:39:24, 2015-02-11 11:39:24,-63,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D8:96:95:04:EE:D2, 2015-02-11 11:39:26, 2015-02-11 11:39:26,-62,1, (not associated) , FineString HD,,,,,,,
,,,,,,,,,,,,,,,78:4B:87:6D:9F:DF, 2015-02-11 11:39:24, 2015-02-11 11:39:24,-61,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,F8:27:93:7B:9B:28, 2015-02-11 11:39:23, 2015-02-11 11:39:23,-58,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,F0:25:B7:B9:0E:7D, 2015-02-11 11:36:20, 2015-02-11 11:39:24,-56,9, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F0:99:BF:42:9D:F2, 2015-02-11 11:37:49, 2015-02-11 11:39:23,-54,8, 10:8C:CF:EA:39:00, bloomu,,,,,,,
,,,,,,,,,,,,,,,88:53:95:73:B9:25, 2015-02-11 11:39:24, 2015-02-11 11:39:24,-53,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,2A:0B:EA:7C:67:9A, 2015-02-11 11:39:26, 2015-02-11 11:39:26,-53,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:63:98:9A, 2015-02-11 11:38:41, 2015-02-11 11:39:24,-51,16, 40:F4:EC:B2:DF:8B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,5C:97:F3:37:F7:CF, 2015-02-11 11:39:14, 2015-02-11 11:39:26,-51,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:55:3C:3A, 2015-02-11 11:39:15, 2015-02-11 11:39:23,-40,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:BE:9E:A7, 2015-02-11 11:39:30, 2015-02-11 11:39:36,-62,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:E4:D4:AF, 2015-02-11 11:36:17, 2015-02-11 11:39:45,-62,196, 10:8C:CF:EA:39:0A, bloomu-open,bloomu-secure,,,,,,
,,,,,,,,,,,,,,,F4:09:D8:67:85:98, 2015-02-11 11:39:31, 2015-02-11 11:39:43,-56,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:47:C3:4D, 2015-02-11 11:39:54, 2015-02-11 11:39:54,-54,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,DC:86:D8:44:F8:5B, 2015-02-11 11:40:07, 2015-02-11 11:40:07,-60,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,40:0E:85:80:5C:2D, 2015-02-11 11:39:27, 2015-02-11 11:40:04,-54,13, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,00:C6:10:B6:B8:8C, 2015-02-11 11:40:14, 2015-02-11 11:40:14,-57,5, (not associated) , RNNCOP-PC-Wireless,linksys,LTET2,BU985,MT's hotspot,,,
,,,,,,,,,,,,,,,A8:86:DD:65:18:42, 2015-02-11 11:40:17, 2015-02-11 11:40:17,-1,1, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,C0:F8:DA:33:8A:65, 2015-02-11 11:32:20, 2015-02-11 11:40:23,-62,175, (not associated) , bloomu-guest,,,,,,,
,,,,,,,,,,,,,,,40:0E:85:81:78:24, 2015-02-11 11:40:23, 2015-02-11 11:40:23,-55,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,C0:63:94:88:F0:81, 2015-02-11 11:32:26, 2015-02-11 11:40:25,-53,9, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,CC:78:5F:3E:FE:48, 2015-02-11 11:40:21, 2015-02-11 11:40:24,-48,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F0:24:75:64:EC:47, 2015-02-11 11:39:54, 2015-02-11 11:40:23,-43,13, B0:00:B4:21:B2:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,78:31:C1:A6:1B:33, 2015-02-11 11:39:53, 2015-02-11 11:40:33,-55,133, 00:23:AB:BC:D8:C0, bloomu,,,,,,,
,,,,,,,,,,,,,,,DC:9B:9C:7F:8F:F8, 2015-02-11 11:40:07, 2015-02-11 11:40:37,-45,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,2C:B4:3A:6B:3F:99, 2015-02-11 11:40:19, 2015-02-11 11:40:35,-40,14, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D6:09:3A:9D:E8:04, 2015-02-11 11:40:14, 2015-02-11 11:40:33,-37,16, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,16:A5:87:5A:FB:47, 2015-02-11 11:40:47, 2015-02-11 11:40:47,-58,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:FD:94:92:EA:6A, 2015-02-11 11:40:46, 2015-02-11 11:40:46,-56,1, (not associated) , bloomu-secure,,,,,,,
